name,county,latitude,longitude,year,acres,structures
32 Fire,Butte,39.8255,-121.7127,2017,28,
4-4 Fire,Modoc,41.4844,-120.36659,2017,28,
Shore Fire,Del Norte,41.93323,-124.19629,2017,28,
Nuevo Fire,Riverside,33.79925,-117.11659,2017,28,
4-10 Fire,Modoc,41.64469,-120.31814,2017,27,
Vernon Fire,Riverside,33.82165,-116.96079,2017,27,
Jasper Fire,Yuba,39.03168,-121.40947,2017,26,
Trellis Fire,Riverside,33.71025,-117.31924,2017,26,
Fairview Fire,Riverside,33.94788,-116.59719,2017,26,
Wilson Fire,San Diego,33.18716,-116.50897,2017,25,
Cove Fire,San Luis Obispo,35.76343,-121.04445,2017,25,
Border 9 Fire,San Diego,32.59252,-116.61609,2017,25,
Hopper Fire,Shasta,40.71923,-122.02525,2017,25,
Sloane Fire,San Diego,32.7789,-116.8516,2017,25,
Road Fire,Madera,37.02081,-119.95136,2017,25,
5 Fire,Los Angeles,34.29931,-118.37539,2017,25,
Ribbonwood Fire,San Diego,32.679,-116.29296,2017,25,
Portola Fire,Riverside,33.50488,-117.02132,2017,23,
Edwards Fire,Alameda,37.77982,-122.169,2017,22,
Gold Fire,Calaveras,38.20176,-120.67848,2017,22,
Refuge Fire,Napa,38.68347,-122.2654,2017,22,
Soda Fire,San Luis Obispo,35.41112,-120.00353,2017,21,
Mule Fire,Lake,39.01748,-122.49327,2017,21,
Globe Fire,Tulare,36.10858,-118.81979,2017,21,
Highway Fire,Butte,39.364,-121.4143,2017,21,
Platina Fire,Shasta,0,0,2017,21,
Bitterwater Fire,San Benito,36.35578,-120.99552,2017,21,
Blue Fire,Humboldt,40.88516,-123.96844,2017,20,
Fort Fire,Sonoma,38.51937,-123.24713,2017,20,
36 Fire,Tehama,40.20077,-122.24731,2017,20,
Falls Fire,Tuolumne,37.65986,-120.31157,2017,20,
Seine Fire,San Bernardino,34.139,-117.199,2017,20,
Range Fire,Mendocino,39.13207,-123.10227,2017,20,
Reed Fire,Riverside,33.52584,-116.85226,2017,20,
Fish Fire,Contra Costa,37.86549,-122.2102,2017,20,
City Fire,Kings,35.983,-119.91508,2017,20,
Nacimiento Fire,Monterey,35.77082,-120.92482,2017,20,
Longhorn Fire,Riverside,33.88994,-116.91023,2017,19,
Garden Fire,Nevada,39.06414,-121.13737,2017,19,
Nuevo Fire,Riverside,33.797216,-117.124538,2017,19,
Sway Fire,Humboldt,40.39799,-123.57562,2017,19,
Willms Fire,Stanislaus,37.81827,-120.65764,2017,19,
King Fire,Siskiyou,40.703775,-122.645079,2017,19,
Fay Fire,Kern,35.71704,-118.30601,2017,19,
Bodega Fire,Sonoma,38.26294,-122.71998,2017,18,
Lakeland Fire,Butte,39.53944,-121.54722,2017,18,
Panoche Fire,Fresno,36.61332,-120.7109,2017,18,
Pine Fire,Monterey,36.1727,-120.86682,2017,18,
Ramblin Fire,Mariposa,37.41231,-119.87465,2017,17,
Corner Fire,Shasta,40.92602,-121.5935,2017,17,
Sky Fire,Shasta,40.69259,-122.17384,2017,17,
Rocky Fire,San Luis Obispo,35.556667,-120.474,2017,17,
Lonoak Fire,Monterey,36.2771,-120.94328,2017,17,
Canyon Fire,Riverside,33.88466,-116.99229,2017,17,
Elk Fire,Kern,35.188,-119.2877,2017,16,
Matz Fire,San Bernardino,34.04412,-116.55326,2017,16,
Rusty Fire,Fresno,36.96642,-119.58292,2017,16,
Paskenta Fire ,Tehama,39.87983,-122.5415,2017,15,
Greenhorn Fire,Nevada,39.16826,-120.95498,2017,15,
Centerville Fire,Modoc,41.45589,-120.56933,2017,15,
Alvarado Fire,Monterey,35.947,-120.87492,2017,15,
Lombardi Fire,Calaveras,38.19906,-120.83484,2017,15,
66 Fire,Riverside,33.56777,-116.08003,2017,15,
Drum Fire,Santa Barbara,34.71796,-120.27077,2017,14,
Coast Fire,Santa Barbara,34.605358,-120.414875,2017,14,
Desabla Fire,Butte,39.8629,-121.6268,2017,14,
Hog Fire,Monterey,35.80375,-120.52508,2017,14,
Moraga Fire,Riverside,33.97155,-117.44148,2017,14,
Milton Fire,Stanislaus,37.89532,-120.84748,2017,13,
Woodland Fire,El Dorado,38.69775,-120.73757,2017,13,
Rosado Fire,El Dorado,38.67474,-121.06088,2017,13,
Silver Fire,San Bernardino,34.304722,-117.3125,2017,13,
Pacific Fire,Butte,39.44257,-121.60683,2017,12,
Dehesa Fire,San Diego,0,0,2017,12,
Shandon Fire,San Luis Obispo,35.6879,-120.3317,2017,12,
Jameson Fire,Riverside,33.7866,-117.5048,2017,12,
Taglio Fire,Merced,37.21812,-121.07761,2017,12,
Independence Fire,Sonoma,38.70289,-122.90217,2017,11,
Lisa Fire,Riverside,33.913089,-117.096233,2017,11,
Freeway Fire,Tehama,40.24789,-122.255,2017,10,
Dexter Fire,Mariposa,37.76888,-120.15846,2017,10,
Shaver Fire,Fresno,37.10067,-119.32109,2017,10,
Sandra Fire,Amador,38.34421,-120.72274,2017,10,
Rincon Fire,Los Angeles,34.23925,-117.85182,2017,10,
Grizzly Fire,Nevada,39.36902,-120.97586,2017,10,
North Fire,Shasta,40.48972,-122.38619,2017,10,
Navajo Fire,Riverside,33.77896,-117.24091,2017,10,
Rebie Fire,Butte,39.50475,-121.33785,2017,10,
Canyon Fire,Riverside,33.91806,-116.99321,2017,10,
Brewer Fire,Nevada,39.08382,-121.06656,2017,10,
Lambs Fire,Riverside,33.90965,-116.9669,2017,10,
Springs Fire,Riverside,117.138741,33.939428,2017,10,
Pine Fire,Kern,35.564124,-118.796513,2017,10,
Shirleon Fire ,Riverside,33.87107,-116.88097,2017,10,
Twenty Fire,Yuba,39.23205,-121.376,2017,10,
Champagne Fire,Kern,34.87128,-118.35296,2017,10,
Moreno Fire,Riverside,33.94673,-117.17773,2017,10,
Soledad Fire,Monterey,36.44141,-121.34695,2017,10,
Pressley Fire (Central LNU Complex),Sonoma,38.36685,-122.64001,2017,0,
Partrick Fire (Central LNU Complex),Napa,38.31802,-122.39052,2017,0,
Rattlesnake Fire,Mariposa,37.73596,-119.78256,2017,0,
Clear Complex (merged into Eclipse Complex),Siskiyou,41.702,-123.508,2017,0,
Warner Mountain Lightning,Modoc,41.338,-120.304,2017,0,
Creek Fire,Glenn,39.75425,-122.17657,2017,0,
Antelope Fire,Lassen,40.6361,-120.9643,2017,0,
Klamath Fire,Siskiyou,41.86609,-122.73031,2017,0,
 Cristianitos Fire,San Diego,33.43513,-117.58252,2017,0,
Salmon-August Complex ,Siskiyou,41.841,-123.474,2017,0,
King Incident,Tulare,36.51912,-119.50606,2017,0,
Range Fire,San Luis Obispo,35.85253,-120.80411,2017,0,
Oroville Spillway ,Butte,39.51158,-121.55633,2017,0,
Ranch Fire (Mendocino Complex),Colusa,39.243283,-123.103367,2018,410203,246
Ranch Fire (Mendocino Complex),Glenn,39.243283,-123.103367,2018,410203,246
Ranch Fire (Mendocino Complex),Lake,39.243283,-123.103367,2018,410203,246
Ranch Fire (Mendocino Complex),Mendocino,39.243283,-123.103367,2018,410203,246
Carr Fire,Shasta,40.65428,-122.62357,2018,229651,1614
Carr Fire,Trinity,40.65428,-122.62357,2018,229651,1614
Camp Fire,Butte,39.8134,-121.4347,2018,153336,18804
Woolsey Fire,Los Angeles,34.235,-118.70128,2018,96949,1643
Woolsey Fire,Ventura,34.235,-118.70128,2018,96949,1643
Ferguson Fire,Mariposa,37.6549,-119.88581,2018,96901,
County Fire,Napa,38.80583,-122.18183,2018,90288,29
County Fire,Yolo,38.80583,-122.18183,2018,90288,29
Delta Fire,Shasta,40.9425,-122.43,2018,63311,42
Delta Fire,Trinity,40.9425,-122.43,2018,63311,42
River Fire (Mendocino Complex),Colusa,39.04786,-123.11971,2018,48920,35
River Fire (Mendocino Complex),Lake,39.04786,-123.11971,2018,48920,35
River Fire (Mendocino Complex),Mendocino,39.04786,-123.11971,2018,48920,35
Hirz Fire,Shasta,40.896,-122.219,2018,46150,
Stone Fire,Modoc,41.38544,-121.04386,2018,39387,
Klamathon Fire,Siskiyou,41.893332,-122.534655,2018,38008,83
Donnell Fire,Tuolumne,38.349,-119.929,2018,36450,
Holy Fire,Orange,33.69888,-117.52055,2018,23136,24
Whaleback Fire,Lassen,40.633536,-120.868091,2018,18703,
Pawnee Fire,Lake,39.0674,-122.59848,2018,15185,22
Cranston Fire,Riverside,0,0,2018,13139,12
Waverly Fire,San Joaquin,38.052055,-120.945482,2018,12300,1
Boot Fire,Mono,38.347395,-119.45186,2018,6974,
Planada Fire,Merced,37.39339,-120.34207,2018,4564,
Hill Fire,Ventura,34.22685,-118.93444,2018,4531,4
Branscombe Fire,Solano,0,0,2018,4500,
Lions Fire,Madera,37.571,-119.118,2018,4064,
Sun Fire,Tehama,40.22027778,-122.18,2018,3889,
Lane Fire,Tehama,40.35068,-121.77867,2018,3716,
Mill Creek 1 Fire,Humboldt,41.07944,-123.688056,2018,3674,
Charlie Fire,Los Angeles,34.48229,-118.60858,2018,3380,
Five Fire,Kings,35.97896,-119.98329,2018,2995,
Apple Fire,Tehama,39.94355,-122.3571,2018,2956,5
Tarina Fire,Kern,35.37444,-118.83556,2018,2950,
Georges Fire,Inyo,36.6734,-118.21881,2018,2883,
Snell Fire,Napa,38.69601,-122.44468,2018,2490,
Chrome Fire,Glenn,39.64978,-122.58218,2018,2290,1
Turkey Fire,Monterey,35.847778,-120.343056,2018,2225,
Nelson Fire,Solano,38.431278,-122.043747,2018,2162,1
Eagle Fire,Modoc,41.29363,-120.11461,2018,2100,
Pleasant Fire,Inyo,37.40208,-118.50235,2018,2070,
Hat Fire,Shasta,40.99344,-121.52225,2018,1900,
Nees Fire,Merced,36.85156,-120.77206,2018,1756,
Kerlin Fire,Trinity,40.616251,-123.52019,2018,1751,
Creek Fire,Shasta,40.50318,-122.42308,2018,1678,11
Nurse Fire,Solano,38.21396,-121.9424,2018,1500,
Yankee Fire,San Luis Obispo,35.73629,-120.75593,2018,1500,
Stone Fire,Los Angeles,34.5486,-118.31138,2018,1352,
Valley Fire,San Bernardino,34.095568,-116.958806,2018,1350,
Airline Fire,San Benito,36.40755,-120.99322,2018,1314,
Moffat Fire,Inyo,36.71537,-118.08449,2018,1265,
Patterson Fire,Riverside,33.62924,-117.05992,2018,1261,
Butte Fire,Sutter,39.186144,-121.792885,2018,1200,
North Fire,Placer,39.268611,-120.658333,2018,1120,
Front Fire,Santa Barbara,35.11416667,-120.0922222,2018,1014,
Breckenridge Fire,Kern,35.387408,-118.817934,2018,993,
Eel Fire,Mendocino,39.82877,-123.08489,2018,972,
Stoney Fire,Butte,39.77124,-121.76859,2018,962,
Dale Fire,Tehama,40.33682,-121.93908,2018,856,
Irish Fire,Amador,38.42623,-120.95408,2018,825,1
Eighty Eight Fire,Yolo,38.59694444,-121.9938889,2018,822,
Sunset Fire,Placer,38.82426,-121.451307,2018,700,
River Fire,Tulare,35.79012,-118.7393,2018,668,
Gulch Fire,Monterey,36.00912,-120.82226,2018,650,
Tumbleweed Fire,Lassen,40.3768,-120.36403,2018,646,
Grant Fire,Alameda,37.75646,-121.60646,2018,640,
Tulloch Fire,Tuolumne,37.83388,-120.61746,2018,573,
June Fire,Butte,39.36529,-121.51707,2018,550,
Eastern Fire,San Benito,36.378333,-120.901167,2018,513,
West Fire,San Diego,32.833674,-116.7311,2018,504,48
Grant Fire,Alameda,37.75375,-121.57918,2018,484,1
Hyatt Fire,Lassen,40.316137,-120.45053,2018,441,4
Metz Fire,Monterey,36.35502,-121.1563,2018,400,
San Ardo,Monterey,35.95515,-120.86256,2018,375,
Call Fire,Kern,35.51777778,-118.6525,2018,367,
Pasqual Fire,San Diego,33.07892,-116.91845,2018,365,
Oak Fire,Madera,37.38789,-119.68912,2018,360,
Shippee Fire,Butte,39.59872,-121.78208,2018,347,
Owens Fire,Inyo,37.735461,-118.970443,2018,338,
Bascom Fire,Shasta,40.52909,-122.17457,2018,328,
Country Fire,Santa Clara,37.449425,-121.88807,2018,320,1
Shingle Fire,El Dorado,38.539806,-121.059979,2018,316,
Flat Fire,Trinity,40.60402,-122.9144,2018,300,
ONeals Fire,Madera,37.10181,-119.623981,2018,300,
Alpha Fire,San Diego,33.389425,-117.502405,2018,300,
Twisselman Fire,Kern,0,0,2018,293,
South Fire,Calaveras,38.061298,-120.872244,2018,290,
Eastman Fire,Madera,37.197039,-120.002619,2018,289,
Skyline Fire,Riverside,33.836101,-117.607577,2018,282,
Panoche Fire,San Benito,36.65351,-121.0454,2018,278,
Valley Fire,Contra Costa,37.94714,-121.9921,2018,268,
Stoll Fire,Tehama,40.18395,-122.27574,2018,268,24
Recycle Fire,San Diego,32.63046,-116.46674,2018,265,
Wilson Fire,Tehama,40.34256,-121.43025,2018,261,
Fox Fire,San Luis Obispo,35.33916,-120.71488,2018,260,
Santa Cruz Fire,Santa Barbara,34.0232,-119.76576,2018,258,
Rangeland Fire,San Diego,33.076239,-116.902985,2018,250,
Marsh Fire,Contra Costa,37.89612,-121.85847,2018,247,1
Steamboat Fire,Siskiyou,41.70877,-122.47293,2018,224,
Petersburg Fire,Siskiyou,41.085,-123.051,2018,215,
Beaver Fire,San Benito,36.37532,-120.862579,2018,215,
Rock Fire,San Diego,33.41476,-117.24044,2018,207,
Ribbon Fire,Riverside,33.571763,-116.500058,2018,205,
Water Fire,Kern,34.91482,-118.92485,2018,200,
Bear Fire,Merced,37.33924,-120.24315,2018,200,
Par Fire,Butte,39.491737,-121.637759,2018,191,
Peak Fire,Ventura,34.26734825,-118.6438159,2018,186,
Dinosaur Fire,Merced,37.05876,-121.176354,2018,185,
South Fire,Los Angeles,37.97638,-122.5275,2018,175,
Aliso Fire,Orange,33.55132,-117.72044,2018,175,
Ogilvy Fire,Santa Barbara,34.576944,-119.61416,2018,172,
Sierra Fire,Tehama,40.12791,-122.19792,2018,170,
Priest Fire,Monterey,36.18401,-120.69955,2018,167,
Roxie Fire (Formerly 1-1 Fire),Lassen,40.34822,-120.82497,2018,167,
Fork Fire,Los Angeles,34.2325,-117.846111,2018,166,
Flat Fire,Tuolumne,37.80785,-120.30187,2018,163,
Winters Fire,Solano,38.45673,-121.94658,2018,160,
Gorge Fire,Shasta,40.36888889,-122.8905556,2018,155,
Santiago Fire,Orange,33.787838,-117.746625,2018,155,
Euclid Fire,Riverside,33.925862,-117.654299,2018,154,
Irving Fire,Marin,38.02447,-122.727,2018,152,
Briggs Fire,Ventura,34.30166667,-119.0991667,2018,150,
Nacimiento Fire,Monterey,35.97677,-121.24898,2018,150,
Sliger Fire,El Dorado,38.94388,-120.92611,2018,150,
Sierra Fire,San Bernardino,34.18075,-117.43184,2018,147,
Parrots Fire,Calaveras,38.08424,-120.46078,2018,136,
Steele Fire,Napa,38.51943,-122.18353,2018,135,8
Pico Fire,Los Angeles,34.38039,-118.60441,2018,128,
Open Fire,Glenn,39.46543,-122.65582,2018,127,
Shastina Fire,Siskiyou,41.65935,-122.48556,2018,127,
Sterling,San Bernardino,34.15475,-117.244366,2018,125,
Market Fire,Tulare,36.47766,-119.10433,2018,120,
Murphy Fire,Plumas,39.996944,-121.27,2018,117,
Idria Fire,San Benito,36.59036,-120.82355,2018,116,
Bridle Fire,Santa Clara,37.06367,-121.53586,2018,116,
Wheeler Fire,Mariposa,37.707234,-120.199162,2018,115,
Pine Fire,Kern,35.56888889,-118.8013889,2018,114,
Holiday Fire,Santa Barbara,34.463889,-119.831389,2018,113,24
Windmill Fire,Santa Barbara,34.62412,-120.22298,2018,110,
Cobble Fire,Fresno,36.75581,-119.42172,2018,108,
Western Fire,Mendocino,38.8802,-123.0496,2018,106,
Cache Fire,Lake,39.02017,-122.57496,2018,103,
Jelly Fire,Tehama,40.31759,-122.21032,2018,103,
Cloverdale Fire,San Diego,33.0971179,-117.0242529,2018,100,
Balch Fire,Tulare,36.21634,-118.82989,2018,100,
Box Fire,San Bernardino,34.22526,-117.40967,2018,100,
Water Fire,San Luis Obispo,35.56922,-120.12441,2018,100,
Sam Fire,Monterey,35.9352,-121.11936,2018,96,
Sheep Fire,Kern,35.1234,-118.72905,2018,95,
Peach Fire ,Mendocino,39.038859,-123.38493,2018,90,
3-16 Fire,Lassen,40.94666,-121.27049,2018,89,
Horn Fire,Lassen,40.83116,-120.19336,2018,88,
Redinger Fire,Madera,37.179167,-119.431667,2018,88,
Plaza Fire,Merced,37.056944,-121.01638,2018,88,
Shandon Fire,San Luis Obispo,-120.258,-120.258,2018,80,
Spring 2 Fire,Lake,39.06715,-122.59789,2018,80,1
Horse Fire,Calaveras,37.95766,-120.68902,2018,80,2
Cruces Fire,Santa Barbara,34.54305556,-120.3180556,2018,77,
Silver Fire,Shasta,40.5939,-122.17173,2018,76,1
Anchor Fire,Fresno,36.696879,-119.304499,2018,76,
Stony Fire,Colusa,39.2976,-122.512012,2018,75,
Chrome Fire,Glenn,39.65578,-122.58666,2018,75,
Main Fire,Riverside,33.67815,-117.32281,2018,73,
Curie Fire,Santa Clara,37.22545,-121.79189,2018,70,
Tesla Fire,Santa Clara,37.66074,-121.67144,2018,70,
Spring Fire,Tehama,40.394073,-122.135924,2018,70,
Tornado Fire,Riverside,33.504964,-117.148204,2018,70,
Romero Fire,Merced,37.08529,-121.09354,2018,68,
Bumper Fire,El Dorado,38.645,-120.874167,2018,67,
Heart Fire,Mendocino,39.279833,-123.258319,2018,67,
Omega Fire,El Dorado,38.82128,-121.03918,2018,66,1
Panoche Fire,San Benito,36.64832,-121.03253,2018,64,
Park Fire,Santa Clara,37.1769444,-121.6869444,2018,63,
Highland Fire,Shasta,40.741186,-122.649626,2018,63,
Benton Fire,Riverside,33.56349,-116.732032,2018,63,
Cherry Fire,Siskiyou,41.83359,-122.99272,2018,63,
Stuhr Fire,Stanislaus,37.32744,-121.10903,2018,63,
Lebec Fire,Kern,34.86022,-118.87881,2018,62,
Canyon Fire,Los Angeles,34.53765,-118.75495,2018,62,
Liberty Fire,San Joaquin,38.24033,-121.09199,2018,62,
Adams Fire,Tehama,40.346652,-122.308479,2018,60,
Grade Fire,Lake,38.8275,-122.3625,2018,60,
Raymond Fire,Madera,37.14663,-119.91223,2018,60,
Creston FIre,San Luis Obispo,35.58354,-120.624135,2018,60,
Vista Fire,San Luis Obispo,35.663607,-120.670311,2018,60,
Happy Fire,Santa Barbara,34.74245,-120.18236,2018,60,
Agua Fire,San Diego,33.35505,-117.03134,2018,59,
Camino Fire,San Luis Obispo,35.17693,-120.48861,2018,58,
3-10 Fire,Lassen,40.95234,-121.21597,2018,56,
Bruce Fire,Contra Costa,37.79718,-121.85311,2018,56,
Experimental Fire,Madera,37.0979,-119.75307,2018,56,
Keenbrook Fire,San Bernardino,34.24138,-117.42431,2018,53,
Copper Fire,Lassen,40.33642,-120.93005,2018,53,
Boyer Fire,Mariposa,37.47677,-119.84299,2018,53,1
Kelley Fire,Modoc,41.50105,-120.61108,2018,52,
Reservoir Fire,San Luis Obispo,35.30151,-120.64398,2018,51,
Crestline Fire,Shasta,40.824,-121.90215,2018,51,
Hale Fire,Santa Clara,37.163594,-121.702547,2018,51,
Carder Fire,Lake,38.91152,-122.86854,2018,50,1
Tuscan Fire,Tehama,40.27754,-122.11375,2018,50,
Haycamp Fire,Monterey,35.96689,-121.28185,2018,50,
Castro Fire,Alameda,37.69926,-122.02805,2018,48,
Buckingham Fire,Contra Costa,37.86339,-122.12351,2018,45,
Bridge Fire,Marin,38.07135,-122.76751,2018,45,
Simmons Fire,Butte,39.57202,-121.43131,2018,43,
Martinez Fire,Riverside,33.56921,-116.154398,2018,40,
Ben Fire,Mariposa,37.28365,-119.97546,2018,40,
Iron Fire,Contra Costa,37.779209,-121.908976,2018,40,
Oregon Fire,Butte,39.549167,-121.521111,2018,40,
Hidden Fire,San Benito,36.796,-121.40604,2018,39,
Masonic Fire,Shasta,40.60866,-122.38366,2018,38,
Adobe Fire,San Diego,32.78031,-117.06782,2018,38,
Mustang Fire,San Luis Obispo,35.64917,-120.71907,2018,37,
Martin Fire,Siskiyou,41.58233,-122.33769,2018,37,
Ridge Fire,Lake,38.981389,-122.97222,2018,36,
Winchester Fire,Riverside,33.640051,-117.085354,2018,36,
Brushy Fire,Mendocino,39.62194,-123.28774,2018,35,
Terra Fire,Riverside,33.759722,-117.460278,2018,35,
Corner Fire,Shasta,40.95673,-121.6002,2018,35,
Fairview Fire,San Benito,36.83036,-121.36446,2018,35,
Marcel Fire,Kern,35.17156,-118.51651,2018,34,
Patterson Fire,Alameda,37.71173,-121.55604,2018,34,
Horse Creek Fire,Tulare,36.42638,-118.70443,2018,34,
Nimshew Fire,Butte,39.84151,-121.62168,2018,33,
Lariat Fire,Tehama,40.00293,-122.44008,2018,33,
Creek Fire,San Bernardino,34.17711,-117.15381,2018,33,
Wilcox Fire,Tulare,0,0,2018,33,
Eagle Fire,Fresno,36.938674,-119.3127769,2018,32,
Country Fire,Riverside,33.97902,-117.20534,2018,32,
3-18 Fire,Lassen,41.08583,-121.05722,2018,32,
Creek Fire,Lake,38.886518,-122.476381,2018,32,
Vista Fire,Shasta,40.62693,-122.23449,2018,31,
Quimby Fire,Santa Clara,37.33563,-121.75815,2018,30,
Alhambra Fire,Contra Costa,37.99618,-122.14097,2018,30,
Creek Fire,Alameda,37.533026,-121.79733,2018,30,
Sobrante Fire,Riverside,33.85852,-117.43521,2018,30,
Rock Fire,San Luis Obispo,35.68539,-120.95157,2018,30,
Grant Fire,Sacramento,38.595865,-121.17693,2018,30,
Aqueduct Fire,Fresno,35.92436,-119.94083,2018,30,
Border Fire,San Diego,32.557566,-116.8663,2018,28,
Ager Fire,Siskiyou,41.791859,-122.513883,2018,27,
White Fire,Tulare,35.826333,-118.9821,2018,26,
Soboba Fire,Riverside,33.80406,-116.93188,2018,25,
Willow Fire,Contra Costa,38.015323,-121.998967,2018,25,
Vineyard Fire,San Luis Obispo,35.71859,-120.64028,2018,25,
Kelsey Fire,Lake,38.91842,-122.85276,2018,24,
Land Fire,Riverside,33.946896,-117.066643,2018,23,
Glen Fire,Contra Costa,37.99113,-121.86473,2018,23,
Plymire Fire,Tehama,40.201826,-122.29388,2018,23,
Wagner Fire,Mariposa,37.69965,-120.0545,2018,22,7
Meadow Fire,Riverside,33.86439,-117.48144,2018,21,
Morgan Fire,Contra Costa,37.81111,-121.7944,2018,20,
Niles Fire,Alameda,37.61158,-121.94182,2018,20,
Church Fire,Santa Clara,37.07793,-121.600023,2018,20,
Vallecitos Fire,Alameda,37.627119,-121.806775,2018,20,
Bridle Fire,Riverside,33.524412,-116.821724,2018,20,
70 Fire,Butte,39.602703,-121.617698,2018,20,
Portola Fire ,Los Angeles,34.110516,-118.427886,2018,20,
French Fire,Plumas,39.89075,-120.18499,2018,20,
Jacques Fire,San Diego,33.40178,-117.27467,2018,18,
Lago Fire,Riverside,33.88744,-117.16232,2018,18,
Rincon Fire,Santa Cruz,37.0125,-122.046,2018,17,
China Fire,Amador,38.265645,-120.892404,2018,17,
Ethanac Fire,Riverside,33.742,-117.28189,2018,17,
Oak Fire,Nevada,39.10494,-121.07039,2018,16,
Johnson Fire,Humboldt,41.34453,-123.85404,2018,16,
Keeler Fire,Santa Clara,37.21803,-121.76828,2018,16,
Iron Gate Fire,Siskiyou,41.94046,-122.43933,2018,15,
Essex Fire,Modoc,41.52123,-120.72362,2018,15,
Woodchuck Fire,Riverside,33.467999,-117.003829,2018,15,
Tyler Fire,Riverside,33.711263,-116.164058,2018,15,
Casner Fire,San Diego,33.05737,-116.77154,2018,14,
Camp Fire,San Luis Obispo,35.70086,-120.97339,2018,14,
3-2 Fire,Lassen,39.99309,-120.02137,2018,14,
Madison FIre,Yolo,38.64953,-122.01762,2018,14,
Ranchera Fire,Shasta,40.678889,-122.400556,2018,13,
Cinnamon Fire,San Diego,33.04898,-116.78928,2018,13,0
Coldwell Fire,Fresno,36.10499,-120.55324,2018,13,
Tower Fire,Shasta,40.49618,-122.51597,2018,12,
Meyers Fire,El Dorado,38.7448,-120.65672,2018,12,4
Gray Fire,San Bernardino,34.171786,-117.35606,2018,12,
School Fire,Madera,37.22791,-119.50461,2018,12,
Mission Fire,Marin,37.97638,-122.5275,2018,12,
Vista Fire,San Diego,33.40769,-117.22974,2018,12,
Meamber Fire,Siskiyou,41.64805,-122.98442,2018,12,
Resort Fire,San Luis Obispo,35.75737,-120.91793,2018,12,
Bellagio Fire,Napa,38.16303,-122.23059,2018,12,
Grant Fire,Alameda,37.73835,-121.6039,2018,12,
Volcan Fire,San Diego,33.12213,-116.58759,2018,12,
Dark Fire,Butte,39.66492,-121.51772,2018,11,
Cornerstone Fire,Madera,37.19817,-119.80414,2018,11,
Grande Fire,Riverside,33.47413,-117.31468,2018,11,
Rock Fire,Shasta,40.4635,-121.77419,2018,11,
Bear Fire ,Santa Cruz,37.12857,-122.12036,2018,10,
Green Hill Fire,Humboldt,40.888785,-124.001849,2018,10,
Powellton Fire,Butte,39.93427,-121.54103,2018,10,
Keller Fire,Riverside,33.627006,-117.171731,2018,10,
Syar Fire,Napa,38.27229,-122.26389,2018,10,
Lott Fire,Siskiyou,41.632373,-122.37985,2018,10,
Building Fire,San Diego,32.619855,-116.764733,2018,10,
Llano Fire,Butte,39.6139,-121.954098,2018,10,
Creek Fire,San Luis Obispo,35.05747,-120.39295,2018,10,12
Ranchita Fire,Monterey,35.77017,-120.57833,2018,10,
Pallet Fire,Sonoma,38.245151,-122.44408,2018,10,
Green Fire,San Diego,32.75072,-116.92404,2018,10,
Black Fire,Tehama,39.80827,-122.3307,2018,10,
Jardin Fire,Riverside,33.45014,-117.22215,2018,10,
70th Fire,Riverside,33.53924,-116.10231,2018,10,
Honey Flooding,Butte,39.71217,-121.77385,2018,0,
Grape Fire,Humboldt,40.70258,-123.55012,2018,0,
Montecito Flooding / Mudflows,Santa Barbara,0,0,2018,0,
Montecito Flooding / Mudflows,Ventura,0,0,2018,0,
Easy Fire,Ventura,34.282179,-118.803389,2019,1806,
Gaines Fire,Mariposa,37.536069,-120.177018,2019,1300,
Sandalwood Fire,Riverside,33.9925,-117.059167,2019,1011,74
Rawson Fire,Tehama,40.00171,-122.25421,2019,605,
Hill Fire ,Riverside,34.01778,-117.4625,2019,494,
Foothills Fire,Placer,38.838992,-121.325842,2019,355,
Cross Fire,Monterey,35.79069,-120.73102,2019,289,
Cross Fire,San Luis Obispo,35.79069,-120.73102,2019,289,
Valley Fire,Mariposa,37.241427,-120.027731,2019,149,
Mud Fire ,Fresno,36.319291,-120.460189,2019,137,
3-2 Willow (Previously H-1 Fire),Lassen,40.900458,-121.320838,2019,107,
Wolf Fire,Riverside,33.8615,-116.897333,2019,75,
Merrill Fire,Contra Costa,37.828267,-122.103867,2019,40,
Miller Fire,San Diego,33.259861,-117.027333,2019,37,3
Mines Fire,Alameda,37.62782,-121.68598,2019,35,
Rains Fire,Stanislaus,37.420988,-121.371276,2019,35,
Horse Fire,Shasta,40.463936,-122.435492,2019,30,
Whiskey Fire,Calaveras,38.115224,-120.78068,2019,27,
La Barisa Fire,San Bernardino,34.202883,-116.4449,2019,26,
Vista Fire,San Diego,32.794768,-116.839743,2019,25,
Chaparral Fire,El Dorado,38.538467,-120.965105,2019,22,
Mid Fire,Alameda,37.093243,-121.586846,2019,22,
Nustar Fire,Contra Costa,38.045866,-122.245186,2019,15,
Sage Fire,Riverside,33.463991,-116.914799,2019,12,
Wilson Fire,Mendocino,39.613783,-123.458782,2019,10,
Deer Fire,Santa Cruz,37.178353,-122.07743,2019,10,
Kincade Fire,Sonoma,38.792458,-122.780053,2019,77758,374
Walker Fire,Plumas,40.061389,-120.680556,2019,54612,
Tucker Fire,Modoc,41.79591,-121.260305,2019,14217,
Taboose Fire,Inyo,37.034,-118.345,2019,10296,
Maria Fire ,Ventura,34.302212,-118.997115,2019,9999,4
